trajectory_id,target
tr012852,1.46839
tr001542,1.894281
tr003941,1.145629
tr004621,2.212155
tr003521,0.832552
tr001802,0.845052
tr004383,1.972647
tr009550,1.663799
tr004754,1.877367
tr005297,1.045629
tr000543,1.387984
tr005710,1.121154
tr000975,2.759332
tr005792,0.653684
tr010587,2.153911
tr010824,0.963017
tr009979,1.059282
tr006333,2.746632
tr003474,2.372317
tr006220,2.347471
tr004734,2.869944
tr012318,1.150535
tr009599,1.67082
tr005741,2.1676
tr008625,0.808165
tr006408,2.509532
tr013745,1.603268
tr005420,2.853168
tr001647,2.192578
tr011426,1.061323
tr013566,0.803262
tr003869,2.784528
tr000968,1.659982
tr000223,0.99404
tr009438,2.480753
tr000198,1.469788
tr005814,2.624623
tr011171,0.557377
tr002283,2.980493
tr001596,2.368533
tr005171,0.505904
tr014695,0.867083
tr013645,2.699267
tr003578,0.79691
tr001763,1.719405
tr012186,2.620839
tr014040,2.155112
tr014933,2.874392
tr000744,0.720648
tr006096,2.074234
tr001049,2.063731
tr007611,1.505811
tr014579,1.277821
tr000001,1.580343
tr014226,0.631696
tr012960,1.910411
tr003165,2.517979
tr007696,2.337096
tr002935,1.613002
tr002751,2.764376
tr011630,1.39186
tr001031,0.55
tr005363,2.862443
tr010674,0.611677
tr004613,0.981958
tr001143,0.6199
tr008496,1.35205
tr012985,1.226669
tr002312,1.598726
tr007818,1.677035
tr008103,1.47353
tr000929,0.981936
tr003221,2.960328
tr012031,0.736238
tr001528,1.821193
tr009150,2.71598
tr000194,1.564875
tr013590,2.789673
tr012325,2.603904
tr000944,2.428165
tr008218,2.539012
tr002883,2.895283
tr009889,1.664213
tr008581,2.415728
tr009566,0.942835
tr000831,1.983362
tr005091,1.278577
tr013882,1.643837
tr007833,2.487213
tr005172,0.833401
tr001331,1.734216
tr012514,1.511716
tr007724,2.668548
tr009568,2.970713
tr002064,1.861816
tr000521,2.693061
tr008034,0.785801
tr014122,2.016828
tr008381,2.310906
tr001695,1.57194
tr003282,2.516497
tr011548,1.969023
tr012608,1.620937
tr012222,2.742001
tr000033,2.329312
tr014121,1.149729
tr005408,1.344709
tr002850,2.019198
tr012959,2.984919
tr007738,2.382404
tr013707,2.198271
tr013359,0.526864
tr010755,0.637898
tr001374,0.728084
tr012724,2.756675
tr004633,2.086319
tr006819,1.50613
tr002697,1.2233
tr005521,1.743779
tr001881,0.539287
tr001612,2.666371
tr004416,1.70405
tr008362,0.792452
tr000910,1.052586
tr011307,1.711904
tr010173,1.895969
tr008876,2.335118
tr009105,2.008654
tr007466,1.597461
tr001903,1.367218
tr011766,2.14368
tr010861,1.859394
tr014293,2.005583
tr003615,1.340673
tr008936,2.607124
tr001252,2.811846
tr008017,1.608367
tr007758,1.693483
tr001005,0.686073
tr000810,2.734405
tr012683,1.959554
tr011035,1.223665
tr013915,2.620928
tr002145,0.510696
tr008469,2.19765
tr007614,0.888436
tr001678,1.916209
tr009013,2.618147
tr014842,1.542962
tr004777,2.976868
tr001315,2.567953
tr009845,2.66742
tr006111,1.799658
tr008861,1.800631
tr000110,1.006995
tr004916,0.698418
tr000113,2.342265
tr010383,2.714207
tr014624,2.533547
tr002062,2.469307
tr010987,0.608198
tr005060,2.382965
tr012938,1.612131
tr010993,0.771046
tr000515,2.823217
tr004330,2.211938
tr012861,2.041042
tr002296,1.165176
tr013672,1.203052
tr000618,0.932054
tr007379,1.775094
tr008250,1.831833
tr006257,0.626732
tr008810,1.020212
tr005347,1.452767
tr014401,1.186674
tr009070,2.790047
tr014057,1.152103
tr000220,1.215168
tr010757,0.766459
tr002998,2.857906
tr014467,0.519178
tr011044,2.001222
tr000500,2.704737
tr006032,1.517393
tr011747,1.505654
tr003921,2.263703
tr008679,2.062185
tr010118,0.573492
tr006872,1.120171
tr002084,2.08375
tr010681,1.071554
tr005607,2.348244
tr010912,1.577547
tr008917,2.084091
tr011806,1.259027
tr010546,2.647419
tr008234,2.57966
tr006255,0.546821
tr011731,1.922864
tr007747,1.565827
tr002297,0.951916
tr012452,0.832477
tr005473,1.266081
tr011839,2.838289
tr013542,2.641546
tr012102,2.83719
tr002456,0.868071
tr001882,0.759191
tr012153,2.663977
tr013430,2.393997
tr003241,2.927159
tr010941,1.851712
tr001886,2.94368
tr001139,2.536622
tr012135,2.447509
tr014186,0.508024
tr003051,0.690323
tr011870,2.477554
tr007639,1.241304
tr014541,2.785246
tr002584,0.742189
tr000644,2.956785
tr013266,1.098
tr005021,1.28134
tr010496,1.714978
tr007829,2.74425
tr002651,0.594083
tr001523,1.357728
tr009053,0.711785
tr012205,1.488818
tr000112,2.70046
tr004247,1.650148
tr012432,2.083541
tr003907,0.806773
tr006821,1.484623
tr003940,1.619054
tr001400,1.098051
tr003868,1.368692
tr012296,2.227168
tr010874,2.645758
tr012806,0.813686
tr012949,0.661402
tr011994,1.923499
tr011593,1.496928
tr000788,0.938693
tr001617,0.814901
tr004865,2.07547
tr008372,0.671028
tr007914,1.57362
tr003204,0.784659
tr009329,2.664821
tr006388,2.395473
tr005093,0.977053
tr008977,2.613142
tr006365,1.593002
tr002553,2.142549
tr009347,2.012656
tr013265,1.058136
tr005027,2.615772
tr000967,1.391352
tr000725,1.233405
tr014113,2.154045
tr009038,2.531127
tr002711,0.952849
tr008798,2.068881
tr005582,1.635027
tr012052,0.832734
tr006997,2.954466
tr014261,2.927618
tr013267,1.531107
tr008822,1.949112
tr012180,0.851955
tr003638,1.760643
tr001527,2.723197
tr010058,0.932226
tr001499,2.307297
tr000722,1.900052
tr008337,2.234884
tr001877,2.363433
tr004851,0.886312
tr009435,1.819916
tr014808,2.360744
tr013532,2.141649
tr001941,1.219709
tr010379,1.330273
tr004540,2.750366
tr003033,2.247268
tr007507,2.123959
tr011450,1.187181
tr014354,1.102299
tr000212,2.420964
tr008871,0.812412
tr000231,1.243293
tr001443,0.725164
tr003710,1.2204
tr003240,1.024233
tr010527,0.815212
tr006615,2.731711
tr000832,0.757515
tr014168,2.42974
tr002620,0.584506
tr007894,2.015505
tr012348,1.385652
tr011567,2.480126
tr003999,0.640906
tr012746,1.965482
tr002798,2.647801
tr008706,1.008501
tr013585,0.617334
tr008171,0.839908
tr004561,1.805928
tr005295,0.989055
tr006133,2.01262
tr012197,0.705469
tr011781,0.658176
tr014552,2.319097
tr010823,0.623768
tr006873,1.650973
tr014728,0.845562
tr013296,2.187564
tr007415,1.409938
tr013509,1.908697
tr003603,2.994236
tr012642,1.054793
tr014647,1.918431
tr009614,2.121135
tr000263,2.391918
tr012080,1.592224
tr008959,0.96304
tr004241,1.034106
tr003223,0.681588
tr003504,2.498951
tr008704,2.491912
tr004888,0.536926
tr006721,1.741802
tr012158,0.735142
tr005104,1.2247
tr005145,1.620963
tr014065,1.609536
tr009104,2.902235
tr003805,0.680951
tr014392,2.049894
tr006657,1.554607
tr010357,1.907748
tr014335,0.762813
tr000565,1.60948
tr008792,1.967874
tr011944,0.601392
tr010277,0.693374
tr009923,1.456655
tr005858,0.76713
tr000804,1.397817
tr006132,2.975796
tr009351,2.136767
tr007091,1.898454
tr010985,1.913311
tr011531,2.062776
tr006449,2.444532
tr009111,1.368223
tr005947,2.186735
tr001683,1.496808
tr012902,2.049264
tr008181,1.238045
tr002183,1.323654
tr012351,2.374915
tr012238,0.904154
tr006814,2.05016
tr006591,0.744385
tr010964,1.778326
tr006742,2.177751
tr008484,1.958259
tr010633,2.840341
tr006992,0.633316
tr000510,2.581032
tr000095,1.068512
tr001890,2.614475
tr009624,0.821074
tr004920,0.739706
tr011717,2.840749
tr012462,2.676095
tr008304,1.400742
tr004952,1.421184
tr000007,1.52329
tr006026,2.81713
tr001059,1.148376
tr005636,1.308765
tr000449,2.17296
tr001820,1.969429
tr010807,0.519178
tr011679,1.525088
tr013041,2.358236
tr009273,0.641822
tr011897,1.667503
tr011295,1.120249
tr011437,1.379411
tr000958,2.445523
tr003793,1.166424
tr009316,2.514645
tr007927,2.182389
tr003791,1.7039
tr005816,2.710591
tr012473,1.750306
tr011699,0.8315
tr012074,2.297126
tr006162,0.959432
tr010115,1.650297
tr012128,1.79497
tr001388,0.873715
tr007405,1.692719
tr007986,1.03228
tr009298,1.524591
tr004812,0.97557
tr013442,0.905313
tr008097,2.557311
tr004090,1.084989
tr005045,1.613317
tr005430,1.523652
tr007104,2.367437
tr013373,1.770885
tr014489,1.210935
tr013182,0.510433
tr013058,2.074504
tr001183,1.277259
tr014222,0.565821
tr014086,2.278656
tr009701,0.723903
tr010876,1.418304
tr009009,0.692529
tr013978,2.001075
tr013456,1.617204
tr002319,0.860713
tr014595,0.767962
tr005470,1.617607
tr006907,1.563589
tr005580,1.802033
tr013896,1.041324
tr002156,1.72145
tr012995,1.064844
tr007813,2.856523
tr001806,1.808925
tr006399,1.887702
tr000830,2.997266
tr001660,0.567097
tr003923,0.539847
tr005568,2.732797
tr010385,0.581208
tr013142,0.897938
tr010260,2.593672
tr004149,1.492463
tr006975,1.517285
tr013740,2.316361
tr012633,2.893112
tr014199,2.920864
tr005274,2.717755
tr012639,1.615176
tr010759,1.868169
tr007867,1.68752
tr005714,2.095138
tr005919,1.778096
tr009195,1.313517
tr007010,2.37349
tr008198,0.946629
tr014108,1.084379
tr013849,2.036488
tr005835,1.649953
tr011019,2.803384
tr002049,1.004281
tr014451,0.769675
tr004270,2.463729
tr009709,2.736901
tr009997,1.383733
tr014104,0.900955
tr004964,1.476327
tr009067,2.48382
tr010777,1.91971
tr014716,0.582777
tr001248,1.345271
tr004406,2.151679
tr001928,1.150642
tr001250,0.5806
tr008213,2.938421
tr000919,1.995444
tr006618,1.819947
tr010539,1.762263
tr013287,1.29984
tr000426,2.620182
tr005749,1.120846
tr005545,1.926197
tr000906,2.098924
tr004001,2.029655
tr013678,2.552902
tr013869,1.660196
tr014028,2.917414
tr000741,0.53608
tr003212,2.855737
tr013765,2.159344
tr001317,2.879889
tr013077,2.103055
tr000279,1.790613
tr013840,2.823414
tr011234,2.090518
tr004123,1.356049
tr005078,2.790611
tr005856,1.902085
tr009393,2.943489
tr006140,2.941184
tr002643,1.699642
tr005152,0.507013
tr007941,2.918952
tr007523,1.40371
tr008130,0.543988
tr014580,0.543236
tr008096,1.530724
tr009460,1.397817
tr006295,2.945401
tr014583,1.34538
tr002479,1.376848
tr009838,1.384356
tr002775,2.049105
tr000740,1.868241
tr005204,2.55345
tr000280,2.674082
tr008364,1.166278
tr009958,0.579627
tr009552,1.284499
tr011862,1.501355
tr005684,2.30189
tr005691,2.027405
tr011002,1.744167
tr008884,2.223093
tr008373,0.551217
tr003887,1.117357
tr005995,2.181102
tr005130,1.115039
tr008292,0.908033
tr000022,2.807267
tr013537,2.393721
tr008187,0.919661
tr005914,2.466156
tr008306,1.986979
tr002644,1.385816
tr013006,2.592948
tr006081,2.311381
tr005065,0.573892
tr007985,1.170556
tr004111,1.57047
tr013854,0.646799
tr010052,1.998581
tr011383,1.189631
tr007621,2.538034
tr008435,2.7905
tr000686,2.008253
tr003882,2.610735
tr014690,1.109346
tr012105,0.91969
tr012530,2.310145
tr012503,0.884585
tr000195,2.840165
tr003948,2.429666
tr003009,2.938325
tr014464,2.103428
tr013958,2.640783
tr009224,2.698191
tr014275,2.342597
tr011672,2.156142
tr011477,0.53622
tr000963,2.688593
tr001828,0.615351
tr004700,2.394586
tr001230,0.790147
tr007074,0.965994
tr006793,1.107508
tr004093,2.106666
tr000069,2.450727
tr003262,1.325329
tr010418,1.499991
tr007620,1.520718
tr005144,1.354397
tr006909,2.040254
tr007112,1.768447
tr011492,1.974744
tr000715,2.63521
tr008059,1.909288
tr003328,2.199121
tr010653,0.73749
tr002559,0.712501
tr006465,1.604091
tr004362,1.362756
tr010531,2.249382
tr013408,1.897348
tr006253,0.538289
tr011353,1.422533
tr003951,1.399025
tr010516,0.684122
tr002740,2.494238
tr011565,2.608457
tr002232,2.416911
tr005458,1.50016
tr006740,2.011291
tr009773,2.551589
tr003000,1.430397
tr002422,0.51925
tr004501,1.125166
tr000814,2.279261
tr009244,1.661209
tr014649,2.71006
tr003034,2.744332
tr012041,0.502811
tr011729,0.733377
tr004627,2.329394
tr004974,1.624229
tr001565,1.14773
tr004903,1.240833
tr004508,1.711206
tr009231,2.100881
tr001635,0.924718
tr010850,1.731536
tr008590,2.112277
tr006433,1.053561
tr004722,1.599544
tr003363,2.150256
tr008609,2.484986
tr008837,1.667195
tr011941,1.820458
tr007030,1.877815
tr009860,0.507286
tr012556,1.189431
tr013403,1.659309
tr012250,1.971073
tr011124,0.565353
tr001653,1.774204
tr011764,2.01058
tr010545,2.47029
tr003083,1.277556
tr011224,2.874447
tr011710,2.390445
tr011185,1.295515
tr007583,2.043534
tr003556,0.670079
tr012987,2.701303
tr011323,0.790301
tr000641,2.650765
tr002977,0.688202
tr000956,1.006828
tr006010,2.402117
tr001885,1.648097
tr007156,0.837528
tr003973,2.120622
tr006442,2.901776
tr002228,2.519197
tr002569,2.075414
tr003800,2.990591
tr001642,2.704131
tr007728,0.930076
tr007830,0.929287
tr007573,1.239776
tr005847,2.53577
tr002972,2.917641
tr009454,0.989331
tr011041,1.157334
tr009628,2.925446
tr005229,1.015212
tr001390,0.915949
tr006246,1.91418
tr000272,2.944396
tr012925,0.737413
tr007722,2.373485
tr002190,0.745574
tr003751,1.282149
tr004802,1.825774
tr001649,1.394158
tr013497,2.795603
tr007687,2.313099
tr001379,1.828256
tr000277,1.663295
tr004908,0.937316
tr008746,1.993713
tr005346,1.248819
tr014646,1.290103
tr007064,1.295733
tr007918,1.714273
tr014885,1.898965
tr009523,0.651576
tr000109,1.114868
tr010610,1.773775
tr013466,0.705972
tr009627,1.736585
tr001960,1.949263
tr009119,2.089274
tr004689,1.694815
tr010867,2.114611
tr004881,2.16125
tr008788,1.177251
tr013638,2.862258
tr000674,2.055287
tr006581,2.576064
tr002608,1.319013
tr009096,2.662978
tr002068,2.561277
tr005223,2.331015
tr002611,0.676312
tr001681,0.660371
tr001799,1.411872
tr007546,0.869749
tr006935,1.443539
tr000943,0.672363
tr004772,2.990469
tr007693,1.866724
tr010129,0.935814
tr009037,1.653779
tr003814,2.663707
tr008483,2.929122
tr007617,2.213321
tr003201,1.904032
tr009429,1.765156
tr005049,2.783642
tr011084,0.979672
tr006236,2.681796
tr001081,2.913932
tr014993,2.811307
tr001038,1.273078
tr000162,1.732137
tr009388,2.854668
tr001644,0.59545
tr011015,2.961364
tr005953,1.066056
tr011532,1.087015
tr009597,0.774185
tr004248,2.398696
tr011873,1.134589
tr003851,1.012181
tr010310,1.126733
tr014471,0.780949
tr003563,1.22713
tr001865,0.591831
tr014759,0.614861
tr004976,1.5622
tr010992,0.892026
tr005569,2.37077
tr006347,1.839414
tr009714,0.871726
tr005007,1.679538
tr005427,0.713966
tr004692,1.657134
tr007770,2.567166
tr010984,2.910396
tr001165,1.58034
tr014236,2.91819
tr006222,1.257233
tr009488,0.779986
tr002216,1.216917
tr011709,1.06652
tr008932,1.39571
tr000246,1.225079
tr000599,2.478073
tr001512,1.872179
tr005509,1.20645
tr002525,2.909931
tr004460,0.593854
tr003920,1.95411
tr013477,1.999214
tr002887,1.445594
tr014035,2.770943
tr004597,2.46298
tr011357,2.549456
tr001846,2.182391
tr003782,0.813388
tr010925,1.150376
tr014498,0.684609
tr000068,0.507041
tr002112,2.16312
tr000006,2.062728
tr008962,1.957228
tr004917,2.019226
tr013743,1.030934
tr009998,1.978695
tr004042,2.965791
tr013284,2.701227
tr009604,2.259535
tr008491,0.925644
tr005435,0.598725
tr011863,1.021011
tr007301,0.594701
tr004170,0.573535
tr010287,2.833498
tr001766,1.036585
tr013061,1.637255
tr009117,1.371776
tr010027,2.020735
tr007143,1.623163
tr014008,1.048264
tr001950,0.54157
tr010449,2.009755
tr004180,1.703978
tr012794,2.889702
tr000539,1.095596
tr009584,2.287311
tr011162,0.740595
tr006709,1.767592
tr010189,1.158127
tr011645,0.863781
tr006317,0.757421
tr011921,1.61796
tr004114,0.879437
tr006498,1.934654
tr014146,2.955775
tr008221,2.704874
tr000196,2.11139
tr010044,2.421161
tr002160,2.806945
tr014424,2.266362
tr000336,2.348774
tr002236,1.738784
tr013325,2.205917
tr009968,0.513284
tr012715,0.691401
tr008425,0.89065
tr007862,1.667962
tr006378,1.574187
tr008202,2.221429
tr011062,0.962538
tr012769,0.871495
tr008429,0.901391
tr004810,2.216672
tr011130,1.491889
tr005284,0.730253
tr005318,1.690665
tr007631,0.740413
tr008038,1.131351
tr001223,0.542373
tr007197,0.691025
tr002984,0.57419
tr008467,2.308063
tr007414,2.890892
tr013406,0.567299
tr012274,2.32613
tr008937,0.519375
tr009676,2.912142
tr007526,2.077009
tr014776,0.83512
tr007351,2.604219
tr001486,0.807153
tr003277,2.521998
tr007673,2.730827
tr005411,2.132382
tr001989,1.17769
tr005187,2.90011
tr011028,0.563469
tr006128,2.475499
tr014658,0.772366
tr009358,0.579846
tr003274,1.067625
tr003594,0.623507
tr010806,2.911984
tr006239,0.693376
tr012654,1.14679
tr001167,1.926825
tr011021,0.62247
tr008376,0.885115
tr014978,1.097517
tr009539,1.528567
tr007042,0.823808
tr014503,2.710997
tr000323,1.373999
tr001441,1.473569
tr000151,2.804262
tr012097,0.722891
tr005343,2.234627
tr010043,1.105256
tr006536,2.15383
tr008951,1.477907
tr014446,1.523048
tr007384,2.942118
tr006847,0.562909
tr001770,2.28615
tr014433,2.231418
tr003762,2.570084
tr011354,0.564446
tr000121,0.850452
tr001922,2.421853
tr009276,0.58206
tr001611,2.964676
tr013345,2.819203
tr004222,2.154121
tr000055,2.091943
tr009625,0.525547
tr004015,1.661291
tr001539,1.949221
tr012075,0.880765
tr003807,2.625317
tr010510,1.737786
tr003827,0.562166
tr007981,0.647293
tr001247,2.845101
tr011712,1.068097
tr002114,1.168813
tr010687,1.954702
tr014667,2.395473
tr000795,2.911212
tr013112,2.384619
tr000696,2.299268
tr004905,2.677835
tr014702,2.386826
tr008851,0.541519
tr013540,2.694866
tr006674,1.965165
tr008836,1.137489
tr012689,1.100249
tr003164,1.253883
tr014144,1.718589
tr003484,1.241991
tr000773,1.031656
tr005528,1.957165
tr011418,0.700169
tr001810,2.150739
tr013862,2.90046
tr003007,2.649628
tr001794,1.236469
tr011232,1.863476
tr012711,2.074355
tr005909,1.546544
tr012982,0.9604
tr008557,0.796074
tr000948,1.596636
tr002803,2.762235
tr004144,0.883658
tr014613,1.410848
tr010267,2.05469
tr012572,2.273032
tr002282,0.517313
tr008294,2.717333
tr012364,2.116329
tr009295,1.325801
tr008080,0.622049
tr000175,2.785096
tr001336,0.949509
tr009607,1.504663
tr003549,1.179006
tr008834,1.466133
tr008272,2.981262
tr004747,2.624766
tr006826,0.573211
tr002021,2.629662
tr002342,0.587947
tr006510,1.986445
tr009993,2.549355
tr004107,1.288984
tr008854,0.86525
tr004876,1.763896
tr006859,2.169953
tr010122,0.763526
tr012226,1.228457
tr006971,2.527812
tr006501,0.515831
tr012445,2.66849
tr010229,2.625216
tr010477,2.018428
tr003195,2.178733
tr002108,1.608522
tr006136,0.879118
tr001307,1.683537
tr002871,0.878989
tr007843,2.369096
tr012520,1.751266
tr006144,0.942038
tr011165,1.285906
tr009349,1.257604
tr010773,2.394392
tr000126,1.764853
tr004698,1.158823
tr011448,1.739106
tr000913,1.983092
tr004442,1.22463
tr008910,2.242787
tr013556,2.390382
tr012583,0.951829
tr012576,1.221875
tr010209,0.60979
tr009762,0.76639
tr012333,2.945345
tr013037,2.31
tr004555,2.445771
tr012920,1.644251
tr000971,1.749824
tr001328,1.533289
tr006749,2.866703
tr004060,1.610133
tr009833,0.799067
tr009950,2.051787
tr010907,1.985442
tr000398,2.852489
tr001533,2.625147
tr003862,1.925428
tr006390,1.210427
tr005809,1.616559
tr014682,2.835618
tr005843,2.531874
tr001066,1.263314
tr001182,0.813899
tr012032,2.525262
tr009718,2.515052
tr014390,1.398532
tr008887,2.939362
tr011199,0.533195
tr003269,2.592791
tr012399,0.593542
tr011955,1.811176
tr005506,2.162494
tr009364,1.495525
tr003343,1.813415
tr000630,1.943989
tr003616,2.056568
tr000817,0.792823
tr005349,1.93599
tr009835,2.637137
tr013944,2.392148
tr011854,0.728444
tr003872,0.746277
tr003519,0.760053
tr014637,2.893711
tr002607,1.410568
tr000434,2.770182
tr007609,1.345944
tr012192,0.647893
tr010678,2.598096
tr002445,2.97628
tr002167,2.687348
tr002846,1.481498
tr014712,1.627252
tr010956,2.462321
tr008612,1.29128
tr014336,2.308406
tr001030,0.997667
tr000909,1.838637
tr000585,1.393452
tr005845,1.62639
tr011126,0.64056
tr014429,0.614336
tr014131,2.08351
tr014137,1.342693
tr012006,2.502841
tr000533,2.705131
tr001377,1.343141
tr002071,2.759639
tr004639,2.035725
tr012373,2.342862
tr014272,0.773931
tr000508,2.639253
tr010441,1.511108
tr011890,1.98107
tr008449,2.922769
tr007374,1.122056
tr008122,1.857945
tr013332,1.784778
tr007088,2.87679
tr010890,2.304091
tr011153,0.909291
tr005481,0.618732
tr006644,1.838384
tr002591,1.872614
tr006491,2.671621
tr013625,2.112519
tr002690,1.862451
tr000589,0.605997
tr007006,2.956402
tr003786,1.230993
tr008855,2.876975
tr002061,0.778733
tr006202,1.061063
tr007800,2.006886
tr006169,2.542295
tr014214,2.027927
tr011402,2.041472
tr002501,2.959815
tr014257,2.04791
tr009846,0.520848
tr004096,2.283338
tr010621,1.272855
tr003091,1.753496
tr014507,1.275803
tr001465,2.073881
tr000819,1.626988
tr014532,2.955034
tr013989,2.866208
tr010270,1.305767
tr009832,2.82636
tr002406,2.895042
tr012465,2.797533
tr008401,1.597379
tr009369,2.227066
tr013186,1.08934
tr002290,1.132644
tr013299,1.710778
tr001474,2.756532
tr011783,2.061719
tr002148,2.872473
tr004729,1.76702
tr000455,2.024523
tr008549,2.957578
tr004140,2.106555
tr011537,0.769941
tr000637,2.727055
tr014100,0.882701
tr002217,1.448127
tr000940,0.689604
tr013304,2.859643
tr013870,1.018235
tr011577,2.277975
tr012083,1.197661
tr008943,1.398716
tr005020,0.517527
tr003158,2.875522
tr009109,0.556524
tr013291,0.509292
tr002431,2.40107
tr013167,2.76679
tr005039,2.460019
tr004497,0.849316
tr010668,1.877224
tr000602,1.032962
tr007630,2.101477
tr013831,2.749951
tr014840,2.346496
tr003631,2.74959
tr012214,2.828047
tr003134,1.95115
tr012943,1.720353
tr008674,1.704871
tr011663,0.899054
tr006121,2.991225
tr014919,0.679159
tr000423,0.644691
tr006469,0.729621
tr000495,1.759274
tr005137,2.310148
tr005665,1.457135
tr014373,1.912845
tr011433,0.523677
tr001545,1.580213
tr002686,1.701733
tr007342,1.942038
tr010252,1.962411
tr006678,2.978643
tr009796,1.534502
tr013904,1.29858
tr012913,1.962916
tr006394,2.668436
tr014522,1.558047
tr002269,2.462142
tr009536,2.546787
tr010970,0.800099
tr006617,1.970906
tr005579,2.516027
tr011832,2.570836
tr004489,2.170044
tr006149,2.668167
tr006218,1.078171
tr003357,1.261311
tr010896,2.562149
tr005085,0.541542
tr008418,2.694922
tr003143,1.156984
tr014301,1.140698
tr010009,1.978988
tr010730,0.71853
tr004370,1.714733
tr005014,2.377822
tr001750,1.652641
tr008878,1.34821
tr012142,0.57334
tr002923,2.720894
tr013444,1.141227
tr007194,0.986167
tr010188,1.800274
tr000776,1.595175
tr007055,2.269272
tr005971,2.331768
tr009248,1.888432
tr005191,2.671307
tr014918,0.595922
tr001378,2.933033
tr011671,1.065178
tr001824,2.06424
tr014294,2.035178
tr012973,1.512448
tr005437,1.959058
tr004496,2.645222
tr006460,1.83693
tr012937,2.247238
tr006005,1.315349
tr001391,0.888549
tr013421,2.450723
tr001951,0.96823
tr004120,1.463771
tr002476,1.644213
tr008739,0.536889
tr014478,1.202143
tr009100,1.853449
tr010779,1.350175
tr004798,2.523943
tr013603,1.359996
tr012320,0.920494
tr000443,1.454132
tr008252,2.599699
tr008819,1.158719
tr003836,1.048123
tr012213,0.649029
tr007732,0.794182
tr012266,2.960591
tr006549,1.083656
tr006765,2.854164
tr006862,1.394195
tr003779,0.509294
tr012951,1.144387
tr013174,2.336046
tr006002,2.257661
tr009611,2.836032
tr010611,0.629182
tr005542,1.573823
tr014972,1.742112
tr000159,0.885772
tr006014,1.688738
tr001913,1.684234
tr009189,0.542528
tr003225,2.067885
tr012280,0.853071
tr008427,2.982277
tr000311,2.57371
tr001199,1.867891
tr006866,1.072268
tr001304,2.006547
tr007840,2.514315
tr001133,2.159124
tr005483,1.072553
tr014683,2.116753
tr012802,1.72546
tr000723,1.643713
tr013468,0.911941
tr010040,1.237718
tr013668,1.094755
tr004316,2.684516
tr012729,0.522907
tr005763,1.551431
tr003082,2.837807
tr013448,2.127102
tr013877,1.655979
tr002995,1.293932
tr003425,2.146464
tr011527,1.897787
tr008721,1.465094
tr008657,1.60235
tr012347,2.781768
tr010396,2.824861
tr005758,1.958768
tr012496,2.491747
tr007270,0.644981
tr006851,1.200164
tr012899,2.824
tr011020,1.033372
tr006248,1.698888
tr006726,2.556186
tr008961,0.700689
tr012443,1.755006
tr002896,2.545972
tr010400,1.65591
tr005401,1.957277
tr009579,0.908873
tr014007,1.684303
tr011072,2.447526
tr014535,0.505862
tr013601,0.966997
tr001624,1.244678
tr008750,2.594696
tr008472,1.442631
tr009821,2.855844
tr007464,1.801035
tr003006,0.691143
tr009904,1.326281
tr005196,1.219234
tr001075,2.079827
tr006366,2.460209
tr011741,2.311959
tr010792,0.596384
tr013570,2.167809
tr008786,2.423713
tr004822,1.559196
tr005618,2.134698
tr000298,1.958612
tr008135,2.642174
tr009544,2.968476
tr001870,1.287281
tr012895,1.347834
tr013465,2.267796
tr008738,1.211222
tr014564,2.016101
tr001966,2.375304
tr002875,0.710218
tr014215,0.506171
tr007618,2.751827
tr007094,2.717892
tr011991,0.737865
tr014292,1.424889
tr007198,1.909646
tr004160,0.788046
tr007105,0.545067
tr007794,1.483264
tr013711,2.686473
tr010100,2.75834
tr001078,0.558035
tr005338,2.404236
tr012189,1.714272
tr001231,1.755759
tr001714,0.666303
tr012585,2.562259
tr012009,1.090392
tr005384,2.252973
tr003520,1.456581
tr006194,2.631695
tr014397,0.874363
tr013293,1.324341
tr000119,1.193279
tr011691,1.844286
tr001821,1.206995
tr008203,2.153583
tr004407,1.163271
tr009788,1.94175
tr003500,0.727561
tr005155,1.274516
tr002189,2.779007
tr013013,1.772847
tr010096,1.779995
tr009003,2.379367
tr010018,2.797681
tr005888,2.488099
tr012447,1.789679
tr013628,0.634446
tr003739,2.605906
tr001845,1.367994
tr001170,2.293023
tr012582,2.074943
tr005417,2.903167
tr000931,2.658503
tr001258,1.277144
tr002904,2.685591
tr012992,1.448071
tr013336,1.541748
tr007834,1.323131
tr001814,2.519947
tr002810,1.389384
tr013940,1.302716
tr000240,1.101616
tr009014,1.118432
tr008630,2.385427
tr006825,1.659764
tr004816,2.561542
tr009669,1.185548
tr006805,1.769405
tr014206,0.786915
tr002594,1.207878
tr005961,1.671075
tr014223,0.846025
tr007702,0.820623
tr001056,2.57637
tr002126,2.020131
tr008399,0.608221
tr014625,2.789522
tr003250,1.659517
tr001021,1.224196
tr006525,1.719773
tr012223,0.958961
tr006102,0.515144
tr000612,2.50662
tr007380,2.491204
tr009010,2.228684
tr001935,1.062875
tr001999,1.308278
tr011104,1.952958
tr001381,1.192525
tr007795,1.368921
tr004261,1.780829
tr010700,2.709012
tr006703,2.649047
tr006351,2.551527
tr005912,0.664573
tr005238,2.599959
tr001363,2.398247
tr011467,1.282856
tr006412,2.549406
tr007851,1.792858
tr010093,2.913449
tr006960,2.544284
tr009935,1.568198
tr009002,1.144126
tr000418,2.017072
tr002295,1.17705
tr008008,2.41771
tr006311,1.314732
tr002218,2.33501
